"category","table","column","field","local","prod","detail"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGL","IPM_OPNN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRIVGM","IPM_OPNN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRSLTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRSLTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BRSLTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BSCHDL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BSCHDL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BSCHDM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERML","BG_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERML","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERML","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERML","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERMM","BG_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERMM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BTERMM","SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAPPLA","APF_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAPPLA","FNT_TB_CRY_SNO","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAPPLA","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAPPLL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAPPLL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CAPPLM","DCD_REQ_DTM","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAPPLM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CAUTHI","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CAUTHI","USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCL","APG_FL_NBR","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCL","GRP_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCL","NAC_INQ_NBR","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCL","NAC_LEV_MNG_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","ANC_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCM","APG_FL_NBR","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","APG_FL_NBR","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","FL_APG_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCM","GRP_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","GRP_SQN_SNO","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCM","NAC_INQ_NBR","컬럼타입","NUMBER(10,0)","NUMBER(10)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","NAC_INQ_NBR","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBCM","NAC_LEV_MNG_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","NAC_LEV_MNG_SNO","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBCM","SRE_USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBML","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBML","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBML","SRE_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBMM","APG_FL_USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBMM","CMMT_USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBMM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBMM","HED_TAG_USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBMM","REP_FNC_USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CBLBMM","SRE_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBMM","SRE_SQN_SNO","Default Value","NULL","","Default Value 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CBLBMM","USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","CMMT_DEP_NBR","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","CMMT_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","CMMT_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","CMMT_TGT_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","HRK_CMMT_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTM","CMMT_DEP_NBR","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CCMMTM","CMMT_DEP_NBR","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTM","CMMT_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTM","CMMT_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CCMMTM","CMMT_SQN_SNO","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTM","CMMT_TGT_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCMMTM","HRK_CMMT_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CCMMTM","SRE_USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCODEL","C_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CCODEL","CO_C_ID_NM","컬럼코멘트","공통코드ID","공통코드ID명","컬럼코멘트 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCODEL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCODEL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCODEM","C_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CCODEM","CO_C_ID_NM","컬럼코멘트","공통코드ID","공통코드ID명","컬럼코멘트 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CCODEM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CDECIM","DCR_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CDECIM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CFILEM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CINFMM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CINFMM","INQ_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CLOGNH","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CLOGNH","LGN_LOG_SNO","컬럼타입","NUMBER(22,0)","NUMBER(22)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUA","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUD","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CMENUD","USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUL","MNU_DEP","컬럼타입","NUMBER(3,0)","NUMBER(3)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUL","MNU_SOT_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CMENUM","HID_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUM","MNU_DEP","컬럼타입","NUMBER(3,0)","NUMBER(3)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CMENUM","MNU_SOT_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CORGNI","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CORGNI","ITM_SQN_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CROLEI","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CROLEI","USE_YN","Default Value","NULL","","Default Value 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CRTOKM","AVL_YN","컬럼코멘트","유효여부(Y=활성 토큰, N=회전된 구토큰 → 재제출 시 재사용 탐지)","유효여부","컬럼코멘트 불일치"
"COLUMN_COMMENT_DIFF","TPRMPP_CRTOKM","FAM_NM","컬럼코멘트","가족명(토큰패밀리=로그인 1회, 재사용 탐지용)","가족명","컬럼코멘트 불일치"
"COLUMN_NULL_DIFF","TPRMPP_CRTOKM","FAM_NM","NULL여부","N","Y","NULL여부 불일치"
"COLUMN_DEFAULT_DIFF","TPRMPP_CRTOKM","FAM_NM","Default Value","'LEGACY'","","Default Value 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CRTOKM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CRTOKM","LGN_LOG_SNO","컬럼타입","NUMBER(22,0)","NUMBER(22)","컬럼타입 불일치"
"COLUMN_NULL_DIFF","TPRMPP_CRTOKM","LGN_LOG_SNO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_NULL_DIFF","TPRMPP_CUSERI","ENO","NULL여부","Y","N","NULL여부 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_CUSERI","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
